"k_4","Subtitles","k_5","k_6","Film","Rank","Title","n_days","ID","Critic.Rating","Critic.Votes","User.Votes","Budget","Star.Power","User.Rating","Runtime","Netflix.Original.dummy.","Adventure"," Drama"," Family"," History"," Romance","Drama"," Fantasy"," Sci-Fi","Documentary","Action"," Adventure"," Thriller"," Crime"," Mystery","Animation"," Comedy"," Musical","Crime"," Horror","Thriller"," Western","Comedy"," War"," Sport"," Music"," Reality-TV","Fantasy","Horror"," Biography"," Action","Biography","Romance","Mystery","Family"
"3","Subtitles/subtitles_tt3594826.txt","4","1","Films (Non-English)",8,"Monk Comes Down the Mountain",7,3594826,52,14,14,0,16,5.5,123,"1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt7311164.txt","4","1","Films (Non-English)",8,"CBI 5: The Brain",21,7311164,52,3,61,0,12,5.6,162,"1",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt1967545.txt","5","3","Films (English)",10,"Labor Day",7,1967545,52,221,153,1.8e+07,22,6.9,111,"1",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt14315500.txt","4","5","Films (Non-English)",7,"Nobody Sleeps in the Woods Tonight 2",14,14315500,52,20,94,0,5,3.9,96,"1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt19704638.txt","4","5","Films (English)",9,"Our Father",21,19704638,45,24,90,0,5,6.6,97,"1",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt8907974.txt","5","3","Films (Non-English)",9,"Looop Lapeta",14,8907974,52,25,168,0,8,5.2,131,"1",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt14152140.txt","2","1","Films (Non-English)",9,"Darlings",28,14152140,52,31,294,NA,8,6.6,133,"1",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt6932244.txt","2","1","Films (English)",8,"Hanna",7,6932244,52,49,730,0,16,7.6,60,"1",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt11924738.txt","1","6","Films (Non-English)",8,"The Perfect Family",35,11924738,52,10,17,0,14,5.3,110,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt6301712.txt","5","3","Films (Non-English)",6,"Outlaws",14,6301712,24,28,26,0,13,5.3,92,"1",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt0381707.txt","5","3","Films (English)",6,"White Chicks",7,381707,41,75,380,3.7e+07,28,5.7,109,"1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt10809742.txt","5","3","Films (English)",7,"Collision",14,10809742,52,13,32,0,5,4.1,99,"1",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt0948470.txt","5","3","Films (English)",4,"The Amazing Spider-Man",14,948470,66,629,1500,2.3e+08,51,6.9,136,"1",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt0421073.txt","1","6","Films (English)",9,"Street Kings",7,421073,55,195,235,2e+07,28,6.8,109,"1",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt11934846.txt","2","1","Films (Non-English)",4,"Badhaai Do",14,11934846,52,13,491,0,10,7,147,"1",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt7268738.txt","4","5","Films (Non-English)",7,"Minnal Murali",28,7268738,52,27,474,0,10,7.9,158,"1",0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt13056008.txt","2","4","Films (English)",4,"No One Gets Out Alive",7,13056008,43,59,222,0,13,5.3,87,"1",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt0471042.txt","1","6","Films (English)",8,"Tower Heist",7,471042,59,235,254,7.5e+07,31,6.2,104,"1",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt3874544.txt","5","3","Films (English)",6,"The Boss Baby",7,3874544,50,198,278,1.25e+08,15,6.3,97,"1",0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt0365907.txt","5","3","Films (English)",8,"A Walk Among the Tombstones",14,365907,57,276,267,2.8e+07,25,6.5,114,"1",0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt13069986.txt","1","6","Films (English)",7,"After We Fell",7,13069986,52,32,215,0,13,4.6,98,"1",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt4824302.txt","1","6","Films (English)",7,"Mother's Day",7,4824302,18,131,153,2.5e+07,28,5.6,118,"1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt1325004.txt","2","1","Films (English)",8,"The Twilight Saga: Eclipse",7,1325004,58,287,511,6.8e+07,38,5,124,"1",0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt11866324.txt","5","3","Films (Non-English)",4,"Prey",21,11866324,71,287,2400,6.5e+07,13,7.2,99,"1",0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt17491040.txt","1","6","Films (Non-English)",9,"The Pirates: The Last Royal Treasure",28,17491040,52,18,45,17546479.5042186,9,6.1,126,"1",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt9387250.txt","3","2","Films (English)",9,"Skylines",7,9387250,46,56,190,0,12,4.7,113,"1",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt2267968.txt","3","2","Films (English)",9,"Kung Fu Panda 3",14,2267968,66,242,231,1.45e+08,24,7.1,95,"1",0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1","Subtitles/subtitles_tt15311262.txt","3","2","Films (Non-English)",7,"Under the Amalfi Sun",14,15311262,52,14,4,0,7,5.3,95,"1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt15432804.txt","4","5","Films (Non-English)",7,"F*ck Love Too",28,15432804,52,10,13,0,10,3.9,92,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt18555320.txt","3","2","Films (English)",8,"Return to Space",14,18555320,56,26,35,0,2,7.3,128,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt10322274.txt","5","4","Films (English)",7,"Schumacher",14,10322274,52,26,133,0,4,7.4,112,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"2","Subtitles/subtitles_tt20604466.txt","1","6","Films (English)",5,"Glamour Girls",7,20604466,52,9,11,0,7,3.7,125,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt4262142.txt","5","3","Films (English)",7,"Cleveland Abduction",7,4262142,52,8,38,0,16,6.6,88,"1",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1","Subtitles/subtitles_tt9170516.txt","3","2","Films (Non-English)",5,"The Bombardment",21,9170516,52,28,109,0,19,7.3,107,"1",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt12996154.txt","2","1","Films (English)",9,"365 Days: This Day",28,12996154,52,27,325,0,8,2.6,111,"1",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt0120616.txt","4","5","Films (English)",6,"The Mummy",7,120616,48,133,1100,8e+07,18,7.1,124,"1",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt14479480.txt","3","2","Films (English)",7,"Redemption",7,14479480,52,98,45,0,6,7.3,58,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt13393058.txt","1","6","Films (Non-English)",9,"Ben & Jody",7,13393058,52,7,6,0,11,5.4,114,"1",0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt9000224.txt","3","2","Films (Non-English)",6,"The Assistant",7,9000224,79,174,499,0,14,6.4,87,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt16578440.txt","5","3","Films (Non-English)",10,"4 Kings",7,16578440,52,98,4,0,1,6.3,139,"1",0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt14247286.txt","2","4","Films (Non-English)",2,"Four to Dinner",14,14247286,52,16,26,0,7,6.3,105,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt8380776.txt","4","5","Films (English)",6,"Grand Isle",7,8380776,29,29,93,0,8,4.7,97,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt14079374.txt","3","2","Films (English)",7,"14 Peaks: Nothing Is Impossible",7,14079374,68,37,224,0,3,7.7,101,"1",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt11742798.txt","2","4","Films (English)",9,"Afterlife of the Party",21,11742798,52,35,135,0,4,5.8,109,"1",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt9784456.txt","2","4","Films (English)",8,"The Kissing Booth 2",7,9784456,39,52,389,0,14,5.7,134,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt5164438.txt","5","3","Films (English)",3,"The Starling",14,5164438,31,69,252,0,24,6.3,102,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt11027830.txt","5","3","Films (Non-English)",10,"Haseen Dillruba",28,11027830,52,38,1000,0,10,6.9,135,"1",0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt13884144.txt","3","3","Films (Non-English)",2,"The Seven Deadly Sins: Cursed by Light",14,13884144,52,4,14,0,32,6.3,79,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1","Subtitles/subtitles_tt10945274.txt","3","2","Films (Non-English)",10,"Vicky and Her Mystery",42,10945274,52,8,16,0,7,6.3,84,"1",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt7601480.txt","2","4","Films (Non-English)",4,"Major Grom: Plague Doctor",49,7601480,52,20,132,10526315.7894737,9,6.3,136,"1",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt11947158.txt","1","6","Films (Non-English)",3,"Ek Villain Returns",14,11947158,52,11,751,61192020.5605189,11,4.6,129,"1",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt5108870.txt","4","5","Films (English)",5,"Morbius",14,5108870,35,244,2100,7.5e+07,18,5.2,104,"1",0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt3833480.txt","2","4","Films (English)",6,"The Outpost",7,3833480,71,90,345,1.8e+07,10,6.8,123,"1",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt0481499.txt","5","3","Films (English)",6,"The Croods",14,481499,55,271,288,1.35e+08,10,7.2,98,"1",0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt3758162.txt","4","5","Films (English)",3,"A Score to Settle",7,3758162,37,32,126,0,9,4.7,103,"1",0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt1013743.txt","1","6","Films (English)",10,"Knight and Day",7,1013743,46,299,457,1.17e+08,33,6.3,109,"1",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt14540892.txt","4","5","Films (Non-English)",8,"The Invisible Thread",7,14540892,52,92,22,0,6,6.7,109,"1",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt14362698.txt","1","6","Films (Non-English)",9,"Forever Out of My League",7,14362698,52,11,2,0,3,5.4,105,"1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt14479746.txt","5","1","Films (Non-English)",6,"Thar",14,14479746,52,16,148,0,7,6.1,108,"1",0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt16427718.txt","4","5","Films (Non-English)",7,"All Hail",28,16427718,52,21,24,0,12,5.6,118,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt2283336.txt","1","6","Films (English)",10,"Men in Black: International",14,2283336,38,279,1200,1.1e+08,27,5.6,114,"1",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt8893974.txt","1","6","Films (English)",8,"Passing",7,8893974,85,174,165,0,8,6.7,98,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt15463032.txt","1","6","Films (English)",3,"Love in the Villa",21,15463032,50,30,113,0,8,5.3,114,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt12383460.txt","2","4","Films (English)",7,"Hypnotic",14,12383460,32,46,212,0,6,5.3,88,"1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2","Subtitles/subtitles_tt9100054.txt","1","6","Films (English)",3,"The Lost Daughter",14,9100054,86,208,814,0,13,6.7,121,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt15655276.txt","4","5","Films (Non-English)",8,"Yara",28,15655276,52,27,42,0,9,6.3,96,"1",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt1655389.txt","4","5","Films (English)",4,"Blonde",14,1655389,50,438,877,2.2e+07,31,5.5,167,"1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2","Subtitles/subtitles_tt0108473.txt","1","1","Films (English)",10,"The Vanishing",7,108473,49,44,143,2e+07,10,6.3,109,"1",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt10521144.txt","5","3","Films (English)",9,"Nightbooks",14,10521144,65,47,118,0,12,5.7,103,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1","Subtitles/subtitles_tt2351310.txt","5","3","Films (Non-English)",5,"Flu",7,2351310,40,57,100,0,23,6.6,122,"1",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt6324278.txt","2","4","Films (English)",8,"Abominable",14,6324278,61,143,293,7.5e+07,15,7,97,"1",0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt12783454.txt","5","3","Films (English)",9,"The Kissing Booth 3",21,12783454,36,39,262,0,11,4.8,112,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt0126029.txt","2","4","Films (English)",10,"Shrek",49,126029,84,178,1200,6e+07,20,7.9,90,"1",0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt1396484.txt","5","3","Films (English)",10,"It",7,1396484,69,634,2100,3.5e+07,30,7.3,135,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1","Subtitles/subtitles_tt11755740.txt","3","2","Films (English)",3,"Texas Chainsaw Massacre",14,11755740,34,230,1500,2e+07,9,4.8,83,"1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt8231668.txt","3","2","Films (English)",5,"Good on Paper",7,8231668,54,43,165,0,11,5.6,92,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt14369296.txt","1","6","Films (Non-English)",4,"Doom of Love",14,14369296,52,16,19,0,8,4.9,100,"1",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt14168118.txt","2","1","Films (Non-English)",2,"7 Prisoners",14,14168118,80,62,43,0,9,7.1,93,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt8851148.txt","2","4","Films (English)",7,"The In Between",28,8851148,52,20,97,0,9,5.9,115,"1",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt14158554.txt","4","5","Films (English)",6,"Fistful of Vengeance",14,14158554,44,39,134,0,10,4.4,96,"1",0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt11286314.txt","5","3","Films (English)",10,"Don't Look Up",56,11286314,49,309,4600,7.5e+07,51,7.2,138,"1",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt8983230.txt","2","4","Films (Non-English)",10,"Broad Peak",14,8983230,52,19,8,0,10,5.9,101,"1",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3","Subtitles/subtitles_tt12618926.txt","4","5","Films (Non-English)",5,"Parallel Mothers",14,12618926,88,210,108,0,13,7.1,123,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt4181172.txt","1","1","Films (English)",7,"Shooter",7,4181172,52,12,254,0,35,7.5,60,"1",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt0469641.txt","2","4","Films (English)",10,"World Trade Center",7,469641,66,220,623,6.5e+07,45,6,129,"1",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt11233960.txt","3","2","Films (English)",5,"The Unforgivable",35,11233960,41,94,939,0,21,7.1,112,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt4976192.txt","1","6","Films (English)",6,"211",7,4976192,21,45,233,0,9,4.4,86,"1",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt15036416.txt","4","1","Films (Non-English)",10,"Shiny_Flakes: The Teenage Drug Lord",28,15036416,52,10,19,0,2,7.3,96,"1",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3","Subtitles/subtitles_tt7518786.txt","4","5","Films (Non-English)",8,"'83",14,7518786,52,17,737,0,28,7.5,162,"1",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"4","Subtitles/subtitles_tt8009428.txt","2","4","Films (English)",9,"Hustle",42,8009428,68,120,444,0,36,7.3,117,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt9271164.txt","1","1","Films (English)",6,"Only Mine",7,9271164,52,9,113,0,9,4.7,87,"1",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt18923048.txt","3","2","Films (Non-English)",9,"Operation Romeo",7,18923048,52,4,35,0,3,6.3,132,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt10028196.txt","5","1","Films (Non-English)",2,"Laal Singh Chaddha",7,10028196,46,35,1900,22029127.4017868,9,5.3,159,"1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt21340412.txt","5","3","Films (English)",10,"Inside the Mind of a Cat",7,21340412,52,7,27,0,1,6.9,67,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt22071864.txt","2","4","Films (Non-English)",6,"Jumping from High Places",7,22071864,52,14,NA,0,4,5.6,88,"1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt8579674.txt","5","3","Films (English)",7,"1917",7,8579674,78,520,3400,9.5e+07,19,8.2,119,"1",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt1365519.txt","1","1","Films (English)",10,"Tomb Raider",7,1365519,48,416,1400,9.4e+07,19,6.3,119,"1",0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt11905962.txt","4","5","Films (Non-English)",7,"Sputnik",7,11905962,61,163,288,3125000,4,6.4,113,"1",0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
