"k_4","Subtitles","k_5","k_6","Film","Rank","Title","n_days","ID","Critic.Rating","Critic.Votes","User.Votes","Budget","Star.Power","User.Rating","Runtime","Netflix.Original.dummy.","Adventure"," Drama"," Family"," History"," Romance","Drama"," Fantasy"," Sci-Fi","Documentary","Action"," Adventure"," Thriller"," Crime"," Mystery","Animation"," Comedy"," Musical","Crime"," Horror","Thriller"," Western","Comedy"," War"," Sport"," Music"," Reality-TV","Fantasy","Horror"," Biography"," Action","Biography","Romance","Mystery","Family"
"3","Subtitles/subtitles_tt10715446.txt","3","2","Films (English)",5,"Yakuza Princess",7,10715446,34,53,49,0,9,4.7,111,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt1206885.txt","3","2","Films (English)",8,"Rambo: Last Blood",7,1206885,26,264,1700,5e+07,14,6.1,89,"1",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt8009744.txt","5","3","Films (English)",3,"Worth",14,8009744,67,86,106,0,22,6.8,118,"1",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4","Subtitles/subtitles_tt1637688.txt","2","4","Films (English)",6,"In Time",7,1637688,53,366,666,4e+07,37,6.7,109,"1",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt1375670.txt","3","2","Films (English)",7,"Grown Ups",14,1375670,30,180,432,8e+07,31,5.9,102,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt1649418.txt","5","3","Films (English)",9,"The Gray Man",42,1649418,49,207,2200,2e+08,31,6.5,122,"1",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt19034332.txt","5","3","Films (English)",7,"The Mystery of Marilyn Monroe: The Unheard Tapes",14,19034332,38,23,54,0,13,6.2,101,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt2170593.txt","4","5","Films (English)",7,"St. Vincent",7,2170593,64,275,245,1.3e+07,29,7.2,102,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt13350858.txt","4","1","Films (Non-English)",6,"Battle: Freestyle",7,13350858,52,10,NA,0,3,4.5,88,"1",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt11658120.txt","2","4","Films (Non-English)",9,"Xtreme",21,11658120,52,31,82,0,13,5.8,111,"1",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt6320628.txt","1","6","Films (English)",6,"Spider-Man: Far from Home",14,6320628,69,445,2300,1.6e+08,33,7.4,129,"1",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt12908110.txt","3","2","Films (English)",2,"Mr. Harrigan's Phone",7,12908110,55,72,167,0,9,6,104,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt5254610.txt","4","5","Films (English)",4,"Final Score",7,5254610,53,59,209,2e+07,26,5.8,104,"1",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt15807910.txt","3","2","Films (English)",4,"I Used to Be Famous",7,15807910,52,21,52,0,8,6.6,104,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt14915608.txt","5","6","Films (Non-English)",6,"Captain Nova",14,14915608,52,12,41,0,11,5.5,86,"1",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt13349716.txt","2","4","Films (Non-English)",4,"Shyam Singha Roy",14,13349716,52,8,203,0,10,7.7,155,"1",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt0120873.txt","3","2","Films (English)",8,"U.S. Marshals",14,120873,47,67,175,6e+07,25,6.5,131,"1",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt0063962.txt","5","3","Films (Non-English)",9,"UFO",14,63962,52,16,81,0,6,7.9,45,"1",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt21339860.txt","5","3","Films (Non-English)",9,"Heartsong",7,21339860,52,13,12,0,9,5.8,95,"1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt0245712.txt","2","4","Films (Non-English)",10,"Amores perros",7,245712,83,154,420,2e+06,17,8.1,154,"1",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt5301942.txt","4","1","Films (Non-English)",9,"Jersey",21,5301942,52,14,215,3793905.27475217,7,7.3,170,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt1464335.txt","4","5","Films (English)",8,"Uncharted",21,1464335,45,264,1600,1.2e+08,18,6.3,116,"1",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt10872600.txt","4","5","Films (English)",7,"Spider-Man: No Way Home",7,10872600,71,412,6100,2e+08,31,8.3,148,"1",0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt1345836.txt","2","4","Films (English)",10,"The Dark Knight Rises",7,1345836,78,567,3700,2.5e+08,103,8.4,164,"1",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt1323594.txt","3","2","Films (English)",9,"Despicable Me",28,1323594,72,193,423,6.9e+07,43,7.6,95,"1",0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt1961175.txt","1","6","Films (English)",5,"American Assassin",7,1961175,45,226,509,3.3e+07,27,6.2,111,"1",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt12663250.txt","4","5","Films (Non-English)",6,"Yaksha: Ruthless Operations",28,12663250,52,19,39,0,9,6.2,125,"1",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt15238986.txt","2","4","Films (Non-English)",4,"Plan A Plan B",14,15238986,52,9,27,0,5,4.7,105,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt11819890.txt","2","4","Films (English)",6,"Pokémon the Movie: Secrets of the Jungle",14,11819890,52,8,23,0,5,6.4,99,"1",0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1","Subtitles/subtitles_tt14227972.txt","3","2","Films (Non-English)",10,"Love Like the Falling Petals",7,14227972,52,18,8,0,1,6.4,128,"1",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt10687220.txt","4","5","Films (Non-English)",9,"Nikamma",7,10687220,52,6,33,0,3,2.6,152,"1",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt13079150.txt","5","3","Films (Non-English)",8,"Spoiled Brats",28,13079150,52,20,31,5900000,6,6,95,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt15114768.txt","4","5","Films (English)",5,"Wedding Season",14,15114768,52,11,6,0,10,6.6,NA,"1",0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt21836538.txt","3","2","Films (Non-English)",6,"The Figo Affair: The Transfer that Changed Football",14,21836538,52,3,20,0,0,7.1,105,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt3470600.txt","4","5","Films (English)",7,"Sing",7,3470600,59,246,347,7.5e+07,39,7.1,108,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt0145487.txt","1","6","Films (English)",10,"Spider-Man",7,145487,73,330,2300,1.39e+08,64,7.4,121,"1",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt15006754.txt","1","6","Films (Non-English)",4,"Under Her Control",14,15006754,52,13,13,0,4,4.7,109,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt0250797.txt","1","6","Films (English)",6,"Unfaithful",7,250797,63,91,592,5e+07,18,6.7,124,"1",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt15022184.txt","5","3","Films (Non-English)",8,"Royalteen",21,15022184,52,22,19,0,6,5.2,107,"1",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt0884328.txt","2","4","Films (English)",8,"The Mist",14,884328,58,355,1300,1.8e+07,22,7.1,126,"1",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1","Subtitles/subtitles_tt0878804.txt","3","2","Films (English)",5,"The Blind Side",14,878804,53,270,586,2.9e+07,26,7.6,129,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"3","Subtitles/subtitles_tt14174940.txt","3","2","Films (English)",5,"Interceptor",21,14174940,51,70,902,1.5e+07,15,4.6,99,"1",0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt3503406.txt","4","5","Films (Non-English)",7,"The Whole Truth",35,3503406,46,57,145,0,11,6.2,93,"1",0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt2381991.txt","2","4","Films (English)",10,"The Huntsman: Winter's War",7,2381991,35,287,234,1.15e+08,18,6.1,114,"1",0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt10083340.txt","4","5","Films (Non-English)",6,"Gangubai Kathiawadi",42,10083340,52,41,876,0,13,7,152,"1",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1","Subtitles/subtitles_tt9531772.txt","5","3","Films (Non-English)",10,"Sooryavanshi",35,9531772,52,17,4700,0,19,6.1,145,"1",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt11081050.txt","4","1","Films (Non-English)",7,"Enforcement",7,11081050,64,66,53,0,9,6.5,108,"1",0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt13510660.txt","2","4","Films (Non-English)",9,"Dhamaka",21,13510660,52,24,1100,0,10,7.1,103,"1",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt13377488.txt","2","4","Films (Non-English)",4,"In for a Murder",14,13377488,52,11,30,0,13,5.4,105,"1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt21916206.txt","1","6","Films (Non-English)",2,"The Perfumier",14,21916206,52,16,8,0,4,3.6,96,"1",0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt7991608.txt","5","3","Films (English)",10,"Red Notice",98,7991608,37,200,1800,1.6e+08,23,6.3,118,"1",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt12829958.txt","4","1","Films (English)",5,"The Old Ways",7,12829958,67,64,124,0,5,5.4,90,"1",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt13606090.txt","3","2","Films (Non-English)",8,"A Perfect Fit",21,13606090,52,9,12,0,8,5.4,112,"1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt3963816.txt","1","6","Films (English)",8,"Marauders",14,3963816,42,44,162,1.5e+07,24,5.5,107,"1",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt3662308.txt","3","2","Films (Non-English)",10,"Belzebuth",14,3662308,52,41,52,3600000,12,6,114,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4","Subtitles/subtitles_tt7547410.txt","4","1","Films (English)",7,"Dora and the Lost City of Gold",7,7547410,63,137,325,4.9e+07,22,6.1,102,"1",0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt13446168.txt","1","6","Films (Non-English)",10,"The Medium",7,13446168,52,78,161,0,3,6.5,130,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4","Subtitles/subtitles_tt3697626.txt","2","4","Films (Non-English)",10,"A Hard Day",7,3697626,76,96,63,0,7,7.2,111,"1",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt15250998.txt","3","2","Films (Non-English)",6,"Ankahi Kahaniya",7,15250998,52,11,28,0,9,5.5,110,"1",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt5220122.txt","1","6","Films (English)",7,"Hotel Transylvania 3: Summer Vacation",35,5220122,54,131,285,8e+07,38,6.3,97,"1",0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt10731768.txt","5","3","Films (English)",9,"Sweet Girl",28,10731768,46,80,745,0,22,5.5,110,"1",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt1860353.txt","4","5","Films (English)",8,"Turbo",7,1860353,58,164,138,1.35e+08,26,6.4,96,"1",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt2375379.txt","1","1","Films (Non-English)",5,"One Piece Film Z",7,2375379,52,7,27,0,35,7.8,108,"1",0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2","Subtitles/subtitles_tt5246700.txt","1","6","Films (English)",6,"How It Ends",28,5246700,36,60,1800,2e+07,19,5,113,"1",0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt3799232.txt","1","1","Films (English)",7,"The Kissing Booth",7,3799232,52,37,659,0,9,5.9,105,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt13989030.txt","1","6","Films (English)",6,"The Royal Treatment",21,13989030,36,35,196,0,7,5.2,96,"1",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt13276352.txt","4","5","Films (Non-English)",4,"Toscana",28,13276352,52,15,79,0,12,5.7,90,"1",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt0356910.txt","2","1","Films (English)",9,"Mr. & Mrs. Smith",7,356910,55,217,890,1.1e+08,30,6.5,120,"1",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt0278435.txt","4","5","Films (English)",7,"Enough",7,278435,25,86,274,3.8e+07,17,5.7,115,"1",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt21379574.txt","2","4","Films (English)",7,"Running with the Devil: The Wild World of John McAfee",7,21379574,52,9,44,0,6,5.9,105,"1",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt6806448.txt","3","2","Films (English)",7,"Fast & Furious Presents: Hobbs & Shaw",14,6806448,60,322,1400,2e+08,32,6.5,137,"1",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt2312718.txt","1","1","Films (English)",6,"Homefront",7,2312718,40,216,266,2.2e+07,22,6.5,100,"1",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt3367294.txt","5","3","Films (Non-English)",9,"Compadres",7,3367294,28,8,15,3e+06,18,4.8,101,"1",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt1025100.txt","4","5","Films (English)",8,"Gemini Man",21,1025100,38,294,1200,1.38e+08,16,5.7,117,"1",0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt3469592.txt","1","1","Films (Non-English)",9,"Rise of the Legend",7,3469592,62,28,13,0,11,6.4,131,"1",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1","Subtitles/subtitles_tt5886046.txt","5","3","Films (English)",10,"Escape Room",7,5886046,48,243,858,9e+06,15,6.4,99,"1",0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt11278476.txt","2","4","Films (English)",9,"Rescued by Ruby",21,11278476,52,28,119,0,8,7.2,90,"1",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2","Subtitles/subtitles_tt1615918.txt","1","6","Films (English)",9,"Alvin and the Chipmunks: Chipwrecked",7,1615918,24,88,83,7.5e+07,22,4.3,87,"1",0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt11657662.txt","4","5","Films (English)",7,"The Witcher: Nightmare of the Wolf",7,11657662,67,31,290,0,21,7.2,83,"1",0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2","Subtitles/subtitles_tt9421200.txt","1","6","Films (English)",10,"A Perfect Enemy",7,9421200,52,39,51,0,4,5.5,89,"1",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt13822738.txt","2","4","Films (Non-English)",5,"The Takedown",42,13822738,43,30,43,1.7e+07,8,5.7,119,"1",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt1655441.txt","4","1","Films (English)",7,"The Age of Adaline",7,1655441,51,238,437,2.5e+07,20,7.2,112,"1",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt13919802.txt","1","6","Films (Non-English)",2,"Anek",7,13919802,52,12,177,0,7,6.7,147,"1",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt15553956.txt","1","1","Films (Non-English)",4,"Love and Leashes",14,15553956,52,24,90,0,5,6.3,117,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt15494038.txt","3","2","Films (Non-English)",9,"Drifting Home",21,15494038,53,27,18,0,3,6.2,119,"1",0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt11240506.txt","3","2","Films (Non-English)",6,"Nobody Sleeps in the Woods Tonight",7,11240506,52,37,198,0,10,4.9,102,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt8695030.txt","4","1","Films (English)",6,"The Dead Don't Die",7,8695030,53,350,1500,0,27,5.4,104,"1",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt4457020.txt","2","4","Films (Non-English)",7,"El Jeremías",21,4457020,52,14,5,0,8,7.2,95,"1",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1","Subtitles/subtitles_tt4105584.txt","3","2","Films (Non-English)",8,"Deep",7,4105584,52,10,33,6e+06,11,4.2,93,"1",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt10516196.txt","1","6","Films (Non-English)",8,"The Getaway King",7,10516196,52,9,17,2e+06,13,6.5,100,"1",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Subtitles/subtitles_tt12861850.txt","3","6","Films (Non-English)",4,"Chandigarh Kare Aashiqui",14,12861850,52,16,186,0,7,6.8,117,"1",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt12546872.txt","5","3","Films (English)",6,"This Little Love of Mine",14,12546872,52,10,71,0,2,5.3,91,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4","Subtitles/subtitles_tt2463208.txt","2","4","Films (English)",8,"The Adam Project",56,2463208,55,212,1200,1.16e+08,11,6.7,106,"1",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt21237030.txt","2","4","Films (Non-English)",8,"Carter",28,21237030,52,42,267,0,6,5.1,132,"1",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt9134216.txt","2","4","Films (English)",7,"Playing with Fire",7,9134216,24,68,284,29900000,16,5.1,96,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3","Subtitles/subtitles_tt10366574.txt","4","5","Films (Non-English)",7,"Prayers for the Stolen",14,10366574,83,46,20,0,10,7.3,110,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","Subtitles/subtitles_tt5563324.txt","2","4","Films (English)",6,"Intrusion",14,5563324,39,54,356,0,7,5.2,92,"1",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
